name,stars,comment,sentiment,comment_length,processed_comment
آوا نجفی,5,"خلاصه ی کتاب همونجوری که توی توضیحات هست راجع به دختری هست به اسم نورا که این شانس رو داره که زندگیشو با یه زندگی دیگه عوض کنه، من این کتاب رو داخل کتاب فروشی جزو پرفروش ترین ها دیدم و وقتی توضیحات پشت کتاب رو خوندم به نظرم خیلی جالب بود
چند تا نکته بگم شاید روی تصمیمتون برای خوندنش تاثیر بذاره:
- ترجمه واقعا خوبی داشت
- دیدید دارید یه فیلم هیجان انگیز میبینید بعد یه جاهایی واقعا هیجان فیلم میره بالا منتظرید ببینید الان چی میشه ؟ این کتاب یه قسمتایی خیلی اروم و یه قسمتایی دقیقا شبیه فیلم هیجان انگیز بود ، باعث میشد تند تند بخونم تا بفهمم الان چی میشه!
- اگه میخواید کتاب چاپی بخرید وزنش خیلی سبک بود پس برای حمل مشکلی ندارید
- اخرین مورد هم اینه که واقعا داستان گیرایی داشت و خسته کننده نبود",1,145,خلاصه‌ی کتاب همونجوری توی توضیحات راجع دختری اسم نورا شانس داره زندگیشو یه زندگی دیگه عوض کنه، من کتاب داخل کتاب‌فروشی جزو پرفروش‌ترین‌ها دیدم توضیحات پشت کتاب خوندم نظرم جالب نکته بگم روی تصمیمتون خوندنش تاثیر بذاره ترجمه واقعا خوبی داشت دیدید دارید یه فیلم هیجان‌انگیز می‌بینید بعد یه جاهایی واقعا هیجان فیلم میره بالا منتظرید ببینید الان چی میشه؟ کتاب یه قسمتایی اروم یه قسمتایی دقیقا شبیه فیلم هیجان‌انگیز بود، باعث می‌شد تند تند بخونم بفهمم الان چی میشه اگه میخواید کتاب چاپی بخرید وزنش سبک حمل مشکلی ندارید اخرین مورد واقعا داستان گیرایی داشت خسته‌کننده نبود
mary.sa,5,عالی بود.با ترجمه روان‌ و خوب لذت کتاب دوچندان شده از دستش ندید,1,13,عالی ترجمه روان خوب لذت کتاب دوچندان دستش ندید
Dayan,5,"این کتاب رو در بهترین زمان ممکن خوندم. درست موقعی که به تمام تصمیمات زندگیم شک داشتم و احساس می‌کردم هرکاری میکنم اشتباهه، آدم بی‌عرضه‌ای هستم و با دستای خودم زندگیم رو خراب کردم این کتاب رو پیدا کردم.
کتابخانه‌ی نیمه شب روایت زنی به اسم نوراست که از بچگی استعداد زیادی تو شنا، موسیقی و درس علوم داشته، اما شرایط طوری پیش میره که به دنبال هیچکدوم از علایقش نمیره و تو سی سالگی با وجود همه‌ی موفقیت‌های بزرگی که میتونست داشته باشه برای یه مغازه‌ی کوچیک کار میکنه، رابطه‌ش با مادر، برادر و دوست صمیمیش بهم ریخته و برخلاف همسن و سالانش کسی رو توی زندگی عاطفیش نداره.
این کتاب به ما یاداوری میکنه نباید اثر اتفاقات-هرچند کوچیک-رو نادیده بگیریم. همه‌چیز تو زندگی مهمه، هرچند کوچیک و ناچیز باشه؛ و هر چیزی به دلیلی اتفاق میفته.
از این نویسنده-مت هیگ- قبلا هم کتابی رو خونده بودم که درمورد افسردگی و چالشاش با جزئیات خیلی خوبی صحبت کرده بود. برام جالب بود که تو این کتاب هم شخصیت اصلی با افسردگی دست و پنجه نرم میکرد و حسایی که تو اون یکی کتاب ازشون حرف زده شده بود تو شخصیت اصلی-نورا- مشخص بودن.
این کتاب رو برای کسانی که به ادبیات داستانی علاقه دارن پیشنهاد می‌کنم. در مورد داستان حرف دیگه‌ای ندارم اما کاش کتابخونه‌ی نیمه شب یه مکان واقعی باشه و منم بتونم یه روز تجربه‌ش کنم.",1,229,کتاب بهترین زمان ممکن خوندم درست موقعی تمام تصمیمات زندگیم شک داشتم احساس می‌کردم هرکاری می‌کنم اشتباهه، آدم بی‌عرضه‌ای هستم دستای خودم زندگیم خراب کردم کتاب پیدا کردم کتابخانه‌ی نیمه‌شب روایت زنی اسم نوراست بچگی استعداد زیادی تو شنا، موسیقی درس علوم داشته، شرایط طوری پیش میره دنبال هیچکدوم علایقش نمیره تو سی سالگی وجود همه‌ی موفقیت‌های بزرگی میتونست داشته باشه یه مغازه‌ی کوچیک کار میکنه، رابطه‌ش مادر، برادر دوست صمیمیش بهم ریخته برخلاف همسن سالانش کسی توی زندگی عاطفیش نداره کتاب یاداوری میکنه نباید اثر اتفاقات هرچند کوچیک نادیده بگیریم همه‌چیز تو زندگی مهمه، هرچند کوچیک ناچیز باشه؛ چیزی دلیلی اتفاق میفته نویسنده مت هیگ قبلا کتابی خونده بودم درمورد افسردگی چالشاش جزئیات خوبی صحبت کرده برام جالب تو کتاب شخصیت اصلی افسردگی دست پنجه نرم می‌کرد حسایی تو کتاب ازشون حرف زده‌شده تو شخصیت اصلی نورا مشخص بودن کتاب کسانی ادبیات داستانی علاقه دارن پیشنهاد می‌کنم مورد داستان حرف دیگه‌ای ندارم کاش کتابخونه‌ی نیمه‌شب یه مکان واقعی باشه منم بتونم یه روز تجربه‌ش کنم
weareone,5,اشک ریختن با یک کتاب شاید روتین زندگی اهالی این دنیا باشه همون طور که خندیدن، آرام شدن و غرق شدن هدیه این دنیا به وجود کتاب خون ها هستش. کتابخانه نیمه شب اما در دیگری از دنیای کتاب ها را باز می کند؛ حسرت! شاید اگرها و ای کاش هایی که بی نهایت فکرمان را به خود مشغول و حس زندگی در لحظه را از وجودمان می گیرد. کتابخانه نیمه شب استامینوفن دنیای افکار ناکام است، نه که صورت مسئله را پاک کند، نه؛ این کتاب راه حل را در دستانمان می گذارد، زنده گی را ادامه دادن. پیشنهاد میدم از هر قشری که هستید برای روحتون تجویزش کنید.,1,110,اشک ریختن کتاب روتین زندگی اهالی دنیا باشه همون طور خندیدن، آرام شدن غرق شدن هدیه دنیا وجود کتاب خون‌ها هستش کتابخانه نیمه‌شب دیگری دنیای کتاب‌ها باز می‌کند؛ حسرت اگرها و‌ای کاش‌هایی بی‌نهایت فکرمان خود مشغول حس زندگی لحظه وجودمان می‌گیرد کتابخانه نیمه‌شب استامینوفن دنیای افکار ناکام است، صورت مسئله پاک کند، نه؛ کتاب راه‌حل دستانمان می‌گذارد، زنده گی ادامه دادن پیشنهاد میدم قشری هستید روحتون تجویزش
فاطمه بانو,5,"دوست داشتنی ترین کتابی که خوندم ..... :))))))
همون جوری باش که هستی . . .
تموم اون چیزایی که فک میکنی فقط یه احتماله نیازی نیست زندگی رو درک کنی فقط زندگیش کن همون جور که دوست داری و من مطمئنم جسارتشو داری :))))
((من فاطمه ام !!
امروز روز دوم از پروژه ۳روز با خودمه !!
من تصمیم گرفتم سه روز رو کاملا برا خودم باشم ....
تمام شبکه های اجتماعی رو حذف کردم و شروع کردم به گذروندن پروژه ای که براش برنامه ریزی خاصی نداشتم ...
۳تا چیپس میگو گرفتم و تا الان فقط یکیشونو خوردم ...
هر چیپس برا یه روزه و امروز رو عالی شروع کردم چون داشتم این کتابو میخوندم و زیر زبونم مزه مزه اش میکردم و فک میکردم اگه هر کدوم از راه هایی بقیه میگفتن توشون یه استعداد خاص دارم رو میرفتم چی میشد ؟!
راستش احتمالا این موضوع برا شما آشناس چون نورا هم با همچین ماجرایی طرف بود ....
حسرت ها....
خب منم اینجام شاید تو کتابخانه نیمه شب ))
کتابا به موقع آدمو پیدا میکنن:))))))",1,178,دوست‌داشتنی‌ترین کتابی خوندم … همون جوری باش هستی تموم چیزایی فک می‌کنی یه احتماله نیازی نیست زندگی درک کنی زندگیش کن همون جور دوست داری من مطمئنم جسارتشو داری من فاطمه‌ام امروز روز دوم پروژه روز خودمه من تصمیم گرفتم سه روز کاملا برا خودم باشم … تمام شبکه‌های اجتماعی حذف کردم شروع کردم گذروندن پروژه‌ای براش برنامه‌ریزی خاصی نداشتم … چیپس میگو گرفتم الان یکیشونو خوردم … چیپس برا یه روزه امروز عالی شروع کردم داشتم کتابو میخوندم زیر زبونم مزه مزه‌اش می‌کردم فک می‌کردم اگه کدوم راه‌هایی بقیه میگفتن توشون یه استعداد خاص دارم می‌رفتم چی می‌شد؟ راستش احتمالا موضوع برا آشناس نورا همچین ماجرایی طرف … حسرت‌ها … خب منم اینجام تو کتابخانه نیمه‌شب کتابا موقع آدمو پیدا میکنن
Melika.Rajabi,5,"چقدر یه کتاب میتونه در عینِ فانتزی بودن و سادگی ، مفاهیم مهمِ زندگی رو انقدر دلنشین و تاثیرگذار بیان کنه؟
کاش میشد بیشتر از ۵ تا ستاره بهش داد .",1,31,چقدر یه کتاب میتونه عین فانتزی بودن سادگی، مفاهیم مهم زندگی انقدر دلنشین تاثیرگذار بیان کنه؟ کاش می‌شد بیشتر ستاره بهش داد
f_altaha,5,"این یک واقعیته که ما فک میکنیم کاش اون روز اینطوری میشد
کاش اون کار رو میکردم یا نمیکردم
اما هیچ وقت به عواقب اون تصمیم فک نمیکنیم فک میکنیم فقط یه اشتباه تایپیه و پاکش میکنیم و تمام
و هیچ چیز به جز اون اتفاق تغییر نمیکنه
اما نه بر عکس همه چیز به همه چیز ربط داره
فیلم اثر پروانه ای هم به نظرم زیبا و مرتبط با همین موضوع کتاب بود اما برتری فوق العاده کتاب حداقل برای من این بود که انتهای این کتاب به طرز فوق العاده ای تموم شد
فیلم زمان عجیب هم شبیهه
منظور همشونم جز یه جمله چیزی نیست
اگر اونقدر عاقل و شجاعی که بدونی میتونی گذشته رو تغییر بدی پس همین الان شروع کن و الان ات رو تغییر بده",1,130,واقعیته فک می‌کنیم کاش روز اینطوری می‌شد کاش کار می‌کردم نمی‌کردم هیچ وقت عواقب تصمیم فک نمی‌کنیم فک می‌کنیم یه اشتباه تایپیه پاکش می‌کنیم تمام هیچ‌چیز اتفاق تغییر نمیکنه عکس چیز چیز ربط داره فیلم اثر پروانه‌ای نظرم زیبا مرتبط موضوع کتاب برتری فوق‌العاده کتاب حداقل من انتهای کتاب طرز فوق‌العاده‌ای تموم فیلم زمان عجیب شبیهه منظور همشونم یه جمله چیزی نیست اونقدر عاقل شجاعی بدونی میتونی گذشته تغییر بدی الان شروع کن الان‌ات تغییر بده
Nora :),5,نورا برخلاف نامش، زندگی تاریکی داشت.,1,6,نورا برخلاف نامش، زندگی تاریکی داشت
Victor Hugo,5,بهترین کتاب دنیا,1,3,بهترین کتاب دنیا
Azin Shams,5,"به جز اینکه لحن کتاب و شیوه بیان داستان بسیار عالی بود و کاری میکرد که من نمی‌توانستم کتاب را زمین بگذارم واقعا معنای عمیقی داشت که منو در خودش غرق می کرد
چیزی نمی توانم بگم جز اینکه واقعا عالی بود🌹",1,42,اینکه لحن کتاب شیوه بیان داستان بسیار عالی کاری می‌کرد من نمی‌توانستم کتاب زمین بگذارم واقعا معنای عمیقی داشت منو خودش غرق می‌کرد چیزی نمی‌توانم بگم اینکه واقعا عالی
HONEYTA,5,کتاب عالی ای یود متن روونی داشت و داخل متن غرق شدم.این کتاب به طور کامل توضیح میده که با هر تصمیم میتونستیم زندگی متفاوتی داشته باشیم اما مهم این زندگی ای هست که الان داریم و باید برای بهتر کردنش تلاش کنیم؛انا این چیزارو اصلا فلسفی و اینجور ک به درد نوجوون ها نخوره بیان نکرد👀عالیه حتما بخونیدش🙂,1,59,کتاب عالی‌ای یود متن روونی داشت داخل متن غرق شدم کتاب طور کامل توضیح میده تصمیم میتونستیم زندگی متفاوتی داشته باشیم مهم زندگی‌ای الان داریم بهتر کردنش تلاش کنیم؛ انا چیزارو اصلا فلسفی اینجور ک درد نوجوون‌ها نخوره بیان نکردعالیه حتما بخونیدش
Woland,1,"یه نمونه کتاب اورریتد
رمان های دیگه ای هم داریم که پیام یکسانی رو به دنبال داره اما داستانش عمیق تره برای مثال ماده تاریک از بلیک کراوچ!",0,28,یه نمونه کتاب اورریتد رمان‌های دیگه‌ای داریم پیام یکسانی دنبال داره داستانش عمیق تره مثال ماده تاریک بلیک کراوچ
sadaf,5,بعد از خوندن این کتاب هر لحظه به تصمیماتی که میگیرم و اثری که میتونن روی زندگیم بذارن فکر میکنم. هروقت ناامید میشم میگم این شاید همون زندگی هست که من از بین هزاران زندگی برای خودم انتخاب کردم,1,39,بعد خوندن کتاب لحظه تصمیماتی می‌گیرم اثری میتونن روی زندگیم بذارن فکر می‌کنم هروقت ناامید میشم میگم همون زندگی من بین هزاران زندگی خودم انتخاب کردم
مجهول,4,فقط یه مدت ترند شده بود.. آنچنان جذاب نیست داستانش!,1,10,یه مدت ترند آنچنان جذاب نیست داستانش
ققنوس,2,به نظرم این کتاب برای نوجوون ها و کسایی که تازه میخوان کتاب خوندن رو شروع کنن مناسب باشه. کتاب موضوع خوب و خلاقانه ای داره اما به شدت قابل پیشبینیه و ای کاش نویسنده داستان پردازی بهتری داشت یا کاش کمی بیشتر به داستان شاخ و برگ میداد! وسطای داستان دو سه بار اونو رها کردم. از لحاظ ترجمه کتاب خوبی بود و بازم میگم برای شروع کردن به کتابخوانی و مخصوصا نوجوونا میتونه کتاب خوبی باشه اما برای منی که کتاب های روانشناسی و... زیادی خوندم جالب نبود.,0,90,نظرم کتاب نوجوون‌ها کسایی تازه میخوان کتاب خوندن شروع کنن مناسب باشه کتاب موضوع خوب خلاقانه‌ای داره شدت قابل پیشبینیه و‌ای کاش نویسنده داستان‌پردازی بهتری داشت کاش کمی بیشتر داستان شاخ برگ می‌داد وسطای داستان دو سه بار اونو رها کردم لحاظ ترجمه کتاب خوبی بازم میگم شروع کردن کتابخوانی مخصوصا نوجوونا میتونه کتاب خوبی باشه منی کتاب‌های روانشناسی … زیادی خوندم جالب نبود
fafa,5,در بورحه ای از زندگیم این کتاب سر راهم قرار گرفت که من حسرت دختر از داده ام رو میخوردم . شدیدا حسرت دخترم را میخوردم که چرا از دنیا رفت . این کتاب دید تازه ای از مرگ را به من داد,1,43,بورحه‌ای زندگیم کتاب سر راهم قرار گرفت من حسرت دختر داده‌ام می‌خوردم شدیدا حسرت دخترم می‌خوردم چرا دنیا رفت کتاب دید تازه‌ای مرگ من داد
ستایش کتابخون,5,"خب اول بزارین یه سوال بپرسم تاحالا شده بگید ای کاش به مامانم می گفتم چقدر دوسش دارم یا کاشکی این پیشنهاد کاری و عاطفی رو قبول می کردم یا ای کاش با خانم/آقای x فلان حرف رو نمی زدم .
فکر کنم هممون همینیم .
به نظرتون بعد از مرگ ممکن هست که یه جایی وحود بشه که بتونیم رویا ها و حسرت هامون رو زندگی کنیم ؟ این دقیقا همون جاس
کتابخانه ای بین مرگ و زندگی .
اصلا جوری نیست که ازش زده شید و توی یک روز می تونید بخونید و نتیجه ای که نورا آخر داستان میگره واقعن قشنگه وایب کتاب مثل این میمونه توی یه روز سرد پاییزی کنار شومینه روب خودتون پتو کشیدید و دارید لاته می خورید:)",1,125,خب اول بزارین یه سوال بپرسم تاحالا بگید ای کاش مامانم می‌گفتم چقدر دوسش دارم کاشکی پیشنهاد کاری عاطفی قبول می‌کردم یا‌ای کاش خانم آقای x فلان حرف نمی‌زدم فکر کنم هممون همینیم نظرتون بعد مرگ ممکن یه جایی وحود بشه بتونیم رویا‌ها حسرت هامون زندگی کنیم؟ دقیقا همون جاس کتابخانه‌ای بین مرگ زندگی اصلا جوری نیست ازش زده شید توی روز می‌تونید بخونید نتیجه‌ای نورا آخر داستان میگره واقعن قشنگه وایب کتاب میمونه توی یه روز سرد پاییزی کنار شومینه روب خودتون پتو کشیدید دارید لاته می‌خورید
mthr,5,"حسرت ها توی زندگیمون زیادن مگه نه؟ ای کاش های زیادی هستند که دلمون میخاد فرصت برای جبرانش پیدا کنیم و یا ب عقب برگردیم تا این ای کاش ها و حسرت ها رو از بین ببریم حالا فرض کنید که بتونید این حسرت ها رو از بین ببرید به نظرتون اونوقت احساس ارامش خواهید کرد؟
جواب این سوال دقیقا توی همین کتابه",1,63,حسرت‌ها توی زندگیمون زیادن مگه نه؟ ای کاش‌های زیادی هستند دلمون میخاد فرصت جبرانش پیدا کنیم ب عقب برگردیم این‌ای کاش‌ها حسرت‌ها بین ببریم حالا فرض بتونید حسرت‌ها بین ببرید نظرتون اونوقت احساس ارامش خواهید کرد؟ جواب سوال دقیقا توی کتابه
کتابخانه‌ی‌بنفش,5,خیلی کتاب خوبی بود حتما اگه از زندگیتون ناامید هستید اینو بخونید 💜💕,1,13,کتاب خوبی حتما اگه زندگیتون ناامید هستید اینو بخونید
Niloofar,5,از معدود کتاب هایی هست که واقعا چیزی رو در قالب داستان به شما نشون میده تا تصمیمات عاقلانه تری داشته باشید,1,22,معدود کتاب‌هایی واقعا چیزی قالب داستان نشون میده تصمیمات عاقلانه‌تری داشته باشید
Vahid Jalili,2,با خواندن قسمت اول تا آخر را میشه فهمید و درس (پند) کتاب را گرفت برای همین اصلا جذاب نبود.,0,20,خواندن قسمت اول آخر میشه فهمید درس پند کتاب گرفت اصلا جذاب نبود
siiis71,5,"چهل و پنجمین کتاب من از طاقچه...
این کتاب مثل ی معجزس و می‌تونید تأثیر اون رو، دقیقا در حین خوندنش، توی زندگیتون ببینید! این همان شفای زندگانیست...‌",1,28,چهل پنجمین کتاب من طاقچه … کتاب مثل‌ی معجزس می‌تونید تأثیر رو، دقیقا حین خوندنش، توی زندگیتون ببینید همان شفای زندگانیست …‌
yuzu,5,داستانی روون و انگیزشی نظر منو توی زندگی نسبتا تغییر داد,1,11,داستانی روون انگیزشی نظر منو توی زندگی نسبتا تغییر داد
zahra salah,5,کتاب فوق العاده اییه پیشنهاد میشه حتما بخونید,1,8,کتاب فوق‌العاده اییه پیشنهاد میشه حتما بخونید
#ℳ_S,5,"فوق العاده عالی و امیدبخش.
ب کسایی ک حسرت‌های زیادی تو زندگی دارن خوندن این کتابو شدیدا توصیه میکنم.",1,19,فوق‌العاده عالی امیدبخش ب کسایی ک حسرت‌های زیادی تو زندگی دارن خوندن کتابو شدیدا توصیه می‌کنم
لیلا فراهانی,4,"بنظرم اندازه ای که ترند شده نیست ...اما خب رمان خوبی بود در کل منو یاد این روایت مینداخت که ""الخیر فی ما وقع"" خیر در همون چیزی که برات اتفاق میافته..‌‌.
به خوندنش میارزه👌",1,35,بنظرم اندازه‌ای ترند نیست …اما خب رمان خوبی کل منو یاد روایت مینداخت «الخیر فی وقع» خیر همون چیزی برات اتفاق میافته ‌ خوندنش میارزه
خاطره,5,عااالی بود,1,2,عالی
army♡,5,بشدت تاثیر گذار,1,3,بشدت تاثیر گذار
پاورقی های آویسا,5,کتابی فوق العاده که جواب های در خوری برای پیداکردن معنای زندگی به شما می‌دهد.حتما مطالعه کنید و خودتان را از دام حسرت،افسردگی،و ناامیدی نجات دهید,1,26,کتابی فوق‌العاده جواب‌های خوری پیداکردن معنای زندگی می‌دهد حتما مطالعه خودتان دام حسرت، افسردگی، ناامیدی نجات دهید
Kosar J,5,"باید بگم که خیلی این کتاب رو دوست داشتم و کمک بزرگی بهم کرد که اینقدر بخاطر تصمیماتی ک گرفتم ناراحت نباشم و حسرت نخورم.
اگه تو زندگیتون حسرتها و پشیمانی هایی دارین توصیه میکنم حتما این کتاب رو مطالعه کنید.
و اینکه فکر میکنم نویسنده بخاطر تجربه افسردگی و مشکل جدی روحی ای که داشته تونسته چنین اثری خلق کنه.
اگه بخوام معرفی کنم ،میگم؛
این کتاب برای وقتیه ک حسرتهات ناامیدت میکنن و فکر میکنی انتخابهای اشتباهت زندگیتو خراب کردن ، شاید باید مسیر دیگه ای رو میرفتی ، ولی همین انتخاب ها هستند ک امروز تو رو ساختن .
اینو هم باید بدونی فقط انتخاب میکنی اما نمیتونی نتایج رو کنترل کنی شاید در پس انتخابی ک فکر میکردی درست تر بوده اتفاقات ناخوشایندی در انتظارت باشه و اصلا اون زندگی ای نباشه ک فکر میکردی.
و گذاشتم ی فاصله ای بیفته دوباره خوندنشو به خودم هدیه بدم.",1,151,بگم کتاب دوست داشتم کمک بزرگی بهم کرد اینقدر بخاطر تصمیماتی ک گرفتم ناراحت نباشم حسرت نخورم اگه تو زندگیتون حسرتها پشیمانی‌هایی دارین توصیه می‌کنم حتما کتاب مطالعه اینکه فکر می‌کنم نویسنده بخاطر تجربه افسردگی مشکل جدی روحی‌ای داشته تونسته چنین اثری خلق کنه اگه بخوام معرفی کنم، میگم؛ کتاب وقتیه ک حسرتهات ناامیدت میکنن فکر می‌کنی انتخابهای اشتباهت زندگیتو خراب کردن، مسیر دیگه‌ای می‌رفتی، انتخاب‌ها هستند ک امروز تو ساختن اینو بدونی انتخاب می‌کنی نمیتونی نتایج کنترل کنی انتخابی ک فکر می‌کردی درست‌تر بوده اتفاقات ناخوشایندی انتظارت باشه اصلا زندگی‌ای نباشه ک فکر می‌کردی گذاشتم ی فاصله‌ای بیفته دوباره خوندنشو خودم هدیه بدم
آرمان خسروی,2,"کتابخانه نیمه شب شاید بی شباهت با کتب روانشناسی زرد نباشد ؛ تنها تفاوت در دراماتیک بودن و قالب داستانی آن می باشد.
سفر در زمان چندان ایده ی بکری به نظر نمی رسد.
در طول زمان مطالعه رمان ناخواسته یاد سریال پنجمین خورشید افتادم.
حسرت ها و زندگی عاری از حسرت امریست محال پس برای عشق‌ ورزیدن به انسانها زندگی کن.
مکان یعنی اینجایی که هستیم مهم نیست.
شاد بزی و هر چه بادا باد...
و البته شاد بودن در زیست معمولی و ساده است.
تناقض کتاب در اینجاست که جایی می‌گوید بی اعتنا به قضاوت دیگران زندگی کن و جایی دیگر می گوید انتخاب های تو بر سرنوشت اطرافیانت تاثیر گذار است و این دومی خود یعنی اسارت:/",0,120,کتابخانه نیمه‌شب بی‌شباهت کتب روانشناسی زرد نباشد؛ تنها تفاوت دراماتیک بودن قالب داستانی سفر زمان چندان ایده‌ی بکری نظر نمی‌رسد طول زمان مطالعه رمان ناخواسته یاد سریال پنجمین خورشید افتادم حسرت‌ها زندگی عاری حسرت امریست محال عشق ورزیدن انسانها زندگی کن مکان اینجایی هستیم مهم نیست شاد بزی چه بادا باد … شاد بودن زیست معمولی ساده تناقض کتاب اینجاست جایی می‌گوید بی‌اعتنا قضاوت دیگران زندگی کن جایی می‌گوید انتخاب‌های تو سرنوشت اطرافیانت تاثیر گذار دومی خود اسارت
Alibakhtiyari.1,4,"چی میشد اگه تمام حسرت هایی که داشتی رو میتونستی زندگی کنی؟
چی میشد اگه تمام مسیرهایی که می‌خواستی بری ولی به هر دلیل نشده رو بتونی تجربه کنی؟
اونموقع کدوم زندگی رو انتخاب میکردی که زندگی کنی؟!!!
کتاب قراره به همین سوال جواب بده
کتاب عالیه واقعا از نکات مثبتش میشه به فضا سازی خارقالعاده اش اشاره کرد
ایده رو خیلی خوب و روون آورده اجرا کرده و آدم از لحظه به لحظه کتاب لذت میبره و از همون چند صفحه اول غرق کتاب میشید
به همه پیشنهادش میکنم فقط بعد اینکه خوندیدش این تیکه پایین از نقد منم بخونید(خطر اسپویل)
یه نکته خیلی منفی که نویسنده ناخوداگاه میخواد بهمون القا کنه
اینه که اگه جایی شکست خوردی جایی کم اوردی مسیری رو نتونستی بری شاید تهش خوب نمیشده تو چه میدونی و نگران نباش یعنی عملا داره این بار رو از دوشمون ور میداره که تقصیر ما نبوده و عیب نداره
مثل اینکه نرفته شناگر ماهری بشه چون تهش دیدم افسرده میشه از شناگر بودنم
در حالی که این همه واقعیت زندگی نیست
و گاهی تو به دلیل تنبلی و اهمال کاری و هر چیز دیگه موفقیتی رو از دست میدی و این مشکل از خودت بوده
که اون فرصت خوب رو از دست دادی و اگه به اون فرصت خوب میرسیدی و تلاش میکردی قطعا زندگیت از اینی که هست بهتر میشد
و خودتو گول نزن که اگه میرفتم ممکن بود بد تر از الان بشه یا... گاهی خودمون باعث میشم که به دستاوردای خوبی نرسیم
امیدوارم تونسته باشم هرچقدم کم کمکتون کنم
کوچیک هم علی بختیاری هستم🖤🌱",1,261,چی می‌شد اگه تمام حسرت‌هایی داشتی میتونستی زندگی کنی؟ چی می‌شد اگه تمام مسیرهایی می‌خواستی بری دلیل نشده بتونی تجربه کنی؟ اونموقع کدوم زندگی انتخاب می‌کردی زندگی کنی؟ کتاب قراره سوال جواب بده کتاب عالیه واقعا نکات مثبتش میشه فضا سازی خارقالعاده‌اش اشاره کرد ایده خوب روون آورده اجرا کرده آدم لحظه لحظه کتاب لذت میبره همون صفحه اول غرق کتاب میشید پیشنهادش می‌کنم بعد اینکه خوندیدش تیکه پایین نقد منم بخونید خطر اسپویل یه نکته منفی نویسنده ناخوداگاه میخواد بهمون القا کنه اگه جایی شکست خوردی جایی کم اوردی مسیری نتونستی بری تهش خوب نمی‌شده تو چه میدونی نگران نباش عملا داره بار دوشمون ور میداره تقصیر نبوده عیب نداره اینکه نرفته شناگر ماهری بشه تهش دیدم افسرده میشه شناگر بودنم حالی واقعیت زندگی نیست گاهی تو دلیل تنبلی اهمال‌کاری چیز دیگه موفقیتی دست میدی مشکل خودت بوده فرصت خوب‌رو دست دادی اگه فرصت خوب می‌رسیدی تلاش می‌کردی قطعا زندگیت اینی بهتر می‌شد خودتو گول نزن اگه می‌رفتم ممکن بد‌تر الان بشه … گاهی خودمون باعث میشم دستاوردای خوبی نرسیم امیدوارم تونسته باشم هرچقدم کم کمکتون کنم کوچیک علی بختیاری هستم
zahra🌿,4,کتاب از دریچه متفاوتی به زندگی و اهمیت تصمیم ها در اون نگاه میکنه و این تحسین برانگیزه. به نظر من همین ایده جذاب ارزش یکبار مطالعه رو داره. هرچند که اشکالاتی هم هست. مثلا اگر نورا هنگام ورود به هرزندگی احساسات و گذشته خود جدیدش رو به یاد بیاره شاید بتونه دلیل بعضی مسائل در زندگیشو درک کنه و راحت ازش دلزده نشه. طبیعیه که نورایی که مثلا سالهاست موسیقی رو کنار گذاشته درک درستی از زندگی نورای خواننده نداره. پایان بندی هم به نظرم خوب جا نیفتاد و انتخاب نورا غیرمنطقی به نظر میرسید اما درکل کتاب ارزش زمان گذاشتن رو داره⚘️,1,104,کتاب دریچه متفاوتی زندگی اهمیت تصمیم‌ها نگاه میکنه تحسین برانگیزه نظر من ایده جذاب ارزش یکبار مطالعه داره هرچند اشکالاتی مثلا نورا هنگام ورود هرزندگی احساسات گذشته خود جدیدش یاد بیاره بتونه دلیل بعضی مسائل زندگیشو درک کنه راحت ازش دلزده نشه طبیعیه نورایی مثلا سالهاست موسیقی کنار گذاشته درک درستی زندگی نورای خواننده نداره پایان بندی نظرم خوب جا نیفتاد انتخاب نورا غیرمنطقی نظر می‌رسید درکل کتاب ارزش زمان گذاشتن داره️
در جست و جوی دایناسور گمشده:),5,"بین مرگ و زندگی کتابخانه ای هست وقتی نورا سید به کتابخانه نیمه شب وارد می‌شود،فرصت این را پیدا می‌کند که اشتباهات گذشته را جبران کند.زندگی او تا کنون پر از رنج و پریشانی بوده است.او احساس می‌کند همه را ناامید کرده است،از جمله خودش.اما همه چیز قرار است عوض شود با کمک یک دوست نورا اکنون می‌تواند اشتباهات گذشته اش را از بین ببرد و یک زندگی بی نقص را برای خودش خلق کند.اما همه چیز طبق تصورات او پیش نمی‌رود و خیلی زود تصمیمات نورا باعث می‌شود هم خودش و هم تصمیمات کتابخانه در معرض خطری جدی قرار بگیرد.
قبل از اینکه زمان تمام شود،نورا باید به سوال هایی پاسخ دهد:بهترین راه برای زندگی کردن چیست؟",1,118,بین مرگ زندگی کتابخانه‌ای نورا سید کتابخانه نیمه‌شب وارد می‌شود، فرصت پیدا می‌کند اشتباهات گذشته جبران کند زندگی کنون پر رنج پریشانی بوده احساس می‌کند ناامید کرده است، جمله خودش چیز قرار عوض کمک دوست نورا اکنون می‌تواند اشتباهات گذشته‌اش بین ببرد زندگی بی‌نقص خودش خلق کند چیز طبق تصورات پیش نمی‌رود زود تصمیمات نورا باعث می‌شود خودش تصمیمات کتابخانه معرض خطری جدی قرار بگیرد قبل اینکه زمان تمام شود، نورا سوال‌هایی پاسخ دهد بهترین راه زندگی کردن چیست؟
f.emami,5,فوق العاده خوب بود باعث شد به حسرت هام فکر نکنم,1,11,فوق‌العاده خوب باعث حسرت هام فکر نکنم
